data,concorso,n1,n2,n3,n4,n5,n6,jolly,superstar
2022-11-24,141,25,58,66,78,81,88,76,
2022-11-26,142,3,8,42,48,61,72,56,
2022-11-29,143,18,33,43,60,61,78,20,
2022-12-01,144,4,13,32,54,56,68,67,
2022-12-03,145,4,37,38,53,73,79,29,
2022-12-06,146,12,21,31,39,70,83,16,
2022-12-10,147,29,50,55,56,76,81,9,
2022-12-12,148,16,33,51,54,68,86,42,
2022-12-13,149,32,40,51,61,75,76,72,
2022-12-15,150,3,4,30,32,39,65,43,
2022-12-17,151,8,21,24,54,68,70,12,
2022-12-20,152,7,12,23,73,81,87,35,
2022-12-22,153,9,25,34,39,54,64,87,
2022-12-24,154,9,23,29,69,72,81,8,
2022-12-27,155,3,37,39,44,68,72,11,
2022-12-29,156,2,19,34,37,46,58,62,
2022-12-31,157,9,15,30,37,44,72,75,
2023-01-03,1,8,10,30,34,51,71,20,
2023-01-05,2,5,9,13,15,50,64,68,
2023-01-07,3,17,41,54,60,67,86,51,
2023-01-10,4,21,24,31,32,56,83,78,
2023-01-12,5,9,10,22,41,44,85,5,
2023-01-14,6,37,44,52,58,74,78,65,
2023-01-17,7,9,10,14,40,60,68,21,
2023-01-19,8,29,47,57,59,67,87,6,
2023-01-21,9,22,61,66,72,80,82,67,
2023-01-24,10,3,7,20,55,75,80,88,
2023-01-26,11,6,25,34,60,79,86,48,
2023-01-28,12,19,23,53,58,61,82,73,
2023-01-31,13,13,15,23,39,41,46,30,
2023-02-02,14,3,14,19,28,70,80,83,
2023-02-04,15,3,42,46,49,68,81,4,
2023-02-07,16,24,54,58,65,81,89,63,
2023-02-09,17,3,10,25,44,57,90,53,
2023-02-11,18,4,24,25,28,31,68,79,
2023-02-14,19,19,22,67,71,79,85,23,
2023-02-16,20,1,38,47,52,56,66,72,
2023-02-18,21,22,46,52,57,65,72,31,
2023-02-21,22,7,31,44,63,80,83,87,
2023-02-23,23,6,29,34,52,58,68,59,
2023-02-25,24,6,42,52,72,85,89,56,
2023-02-28,25,7,16,47,49,50,73,45,
2023-03-02,26,9,24,28,37,44,81,51,
2023-03-04,27,4,22,24,29,49,58,69,
2023-03-07,28,2,38,49,64,81,89,43,
2023-03-09,29,1,19,30,41,42,77,61,
2023-03-11,30,23,42,46,54,58,79,40,
2023-03-14,31,8,20,25,64,87,88,75,
2023-03-16,32,25,28,36,45,48,86,50,
2023-03-18,33,35,37,43,47,69,73,16,
2023-03-21,34,10,15,16,30,36,71,59,
2023-03-23,35,6,8,41,42,66,80,79,
2023-03-25,36,4,15,26,27,72,82,89,
2023-03-28,37,42,52,62,64,76,79,55,
2023-03-30,38,21,29,30,43,46,63,77,
2023-04-01,39,5,22,36,47,73,75,51,
2023-04-04,40,17,20,54,62,69,88,39,
2023-04-06,41,4,28,30,42,45,50,27,
2023-04-08,42,17,25,32,38,43,48,67,
2023-04-11,43,9,40,55,60,69,70,34,
2023-04-13,44,2,11,42,73,76,90,55,
2023-04-15,45,7,22,36,52,79,86,38,
2023-04-18,46,5,36,62,64,66,67,53,
2023-04-20,47,4,5,7,21,45,52,77,
2023-04-22,48,6,18,22,25,26,47,60,
2023-04-24,49,3,7,46,69,75,82,81,
2023-04-27,50,7,10,62,63,77,86,5,
2023-04-29,51,21,43,55,56,73,89,13,
2023-05-02,52,17,43,60,71,86,88,16,
2023-05-04,53,6,9,23,57,62,72,16,
2023-05-06,54,10,25,40,46,47,74,7,
2023-05-09,55,18,25,41,44,60,78,36,
2023-05-11,56,1,6,35,48,62,65,43,
2023-05-13,57,3,31,35,57,82,84,68,
2023-05-16,58,20,42,52,67,72,77,82,
2023-05-18,59,5,16,35,63,69,77,29,
2023-05-20,60,18,32,37,46,64,70,30,
2023-05-23,61,13,23,26,27,50,63,71,
2023-05-25,62,20,22,33,38,40,51,44,
2023-05-27,63,12,41,64,78,79,88,58,
2023-05-30,64,10,22,37,55,76,87,60,
2023-06-01,65,2,37,64,83,89,90,34,
2023-06-03,66,27,39,56,58,63,64,55,
2023-06-06,67,17,26,51,54,61,62,73,
2023-06-08,68,3,8,58,66,82,87,69,
2023-06-10,69,8,30,33,40,64,78,42,
2023-06-13,70,6,37,53,54,72,84,74,
2023-06-15,71,4,9,21,24,52,71,8,
2023-06-17,72,12,18,26,40,53,63,54,
2023-06-20,73,7,42,56,69,74,76,45,
2023-06-22,74,21,30,38,65,67,90,77,
2023-06-24,75,1,21,32,35,59,86,38,
2023-06-27,76,31,46,57,70,71,80,75,
2023-06-29,77,1,27,38,41,79,81,39,
2023-07-01,78,17,39,41,43,87,89,33,
2023-07-04,79,11,23,50,68,89,90,41,
2023-07-06,80,5,17,27,38,53,57,30,
2023-07-07,81,1,13,23,73,83,85,79,
2023-07-08,82,8,18,20,28,41,56,58,
2023-07-11,83,39,41,58,64,71,77,9,
2023-07-13,84,20,38,49,50,53,64,72,
2023-07-14,85,38,41,43,55,61,71,59,
2023-07-15,86,40,45,51,52,56,78,30,
2023-07-18,87,22,45,49,52,60,65,23,
2023-07-20,88,14,41,47,62,65,88,39,
2023-07-21,89,13,38,52,56,73,90,7,
2023-07-22,90,2,37,50,65,68,90,67,
2023-07-25,91,6,30,48,69,71,74,62,
2023-07-27,92,18,39,48,50,57,83,38,
2023-07-28,93,1,23,33,50,55,78,45,
2023-07-29,94,27,39,58,60,68,85,45,
2023-08-01,95,11,32,36,40,54,63,78,
2023-08-03,96,4,6,9,33,65,73,48,
2023-08-04,97,5,21,57,71,72,84,66,
2023-08-05,98,7,9,17,18,47,81,61,
2023-08-08,99,3,4,5,71,81,82,64,
2023-08-10,100,9,21,43,49,53,86,68,
2023-08-11,101,31,45,46,52,69,83,76,
2023-08-12,102,2,40,48,78,81,90,55,
2023-08-14,103,6,28,46,64,77,82,20,
2023-08-17,104,10,12,14,53,63,71,41,
2023-08-18,105,5,13,41,58,70,73,1,
2023-08-19,106,5,6,18,23,49,61,22,
2023-08-22,107,32,45,47,61,67,75,6,
2023-08-24,108,3,34,54,67,71,77,2,
2023-08-25,109,4,12,41,57,77,78,40,
2023-08-26,110,8,11,23,59,73,75,14,
2023-08-29,111,52,53,56,69,82,90,6,
2023-08-31,112,9,15,61,66,72,73,2,
2023-09-01,113,18,53,57,67,75,80,77,
2023-09-02,114,7,14,15,49,86,90,82,
2023-09-05,115,14,19,20,26,33,65,15,
2023-09-07,116,2,15,34,40,57,89,88,
2023-09-08,117,13,30,42,58,80,86,33,
2023-09-09,118,6,17,28,43,46,76,61,
2023-09-12,119,26,28,41,47,81,84,70,
2023-09-14,120,23,29,41,55,76,79,11,
2023-09-15,121,5,12,42,51,55,80,35,
2023-09-16,122,23,27,53,55,74,86,79,
2023-09-19,123,9,11,41,52,86,89,36,
2023-09-21,124,4,21,29,31,45,59,42,
2023-09-22,125,3,58,67,69,70,84,5,
2023-09-23,126,22,27,38,51,80,82,24,
2023-09-26,127,41,43,45,60,66,78,30,
2023-09-28,128,9,25,40,58,85,86,11,
2023-09-29,129,6,35,48,53,81,86,47,
2023-09-30,130,17,25,64,66,74,76,49,
2023-10-03,131,12,13,20,54,67,84,66,
2023-10-05,132,20,22,39,65,69,71,38,
2023-10-06,133,33,36,48,62,82,90,8,
2023-10-07,134,12,35,37,42,55,58,63,
2023-10-10,135,1,39,45,49,87,88,30,
2023-10-12,136,5,7,10,14,20,36,54,
2023-10-13,137,24,29,40,55,56,77,49,
2023-10-14,138,4,6,52,79,81,83,45,
2023-10-17,139,16,28,39,40,63,85,12,
2023-10-19,140,10,18,45,55,66,70,75,
2023-10-20,141,14,21,24,49,71,81,5,
2023-10-21,142,23,35,37,58,61,73,50,
2023-10-24,143,8,18,41,54,75,79,42,
2023-10-26,144,11,19,28,34,38,45,1,
2023-10-27,145,23,40,49,57,68,69,56,
2023-10-28,146,4,9,25,30,57,66,79,
2023-10-31,147,3,42,54,69,73,80,68,
2023-11-02,148,17,29,40,56,60,80,33,
2023-11-03,149,52,64,68,76,84,87,14,
2023-11-04,150,16,52,59,63,84,90,32,
2023-11-07,151,10,30,36,64,69,76,68,
2023-11-09,152,14,68,70,84,85,87,45,
2023-11-10,153,7,45,58,62,69,76,66,
2023-11-11,154,16,22,23,25,62,82,5,
2023-11-14,155,35,38,39,51,74,80,4,
2023-11-16,156,9,10,19,40,52,56,50,
2023-11-17,157,14,23,63,70,75,89,59,
2023-11-18,158,5,51,52,60,62,80,22,
2023-11-21,159,30,59,61,86,88,90,43,
2023-11-23,160,1,37,61,68,71,83,52,
2023-11-24,161,4,13,28,30,47,59,61,
2023-11-25,162,11,27,28,55,58,73,49,
2023-11-28,163,6,14,49,52,67,68,80,
2023-11-30,164,27,38,41,81,84,86,49,
2023-12-01,165,11,22,33,44,65,66,87,
2023-12-02,166,19,24,29,53,74,83,70,
2023-12-05,167,4,6,16,39,41,44,23,
2023-12-07,168,5,19,42,44,68,84,72,
2023-12-09,169,3,20,27,41,59,82,24,
2023-12-11,170,1,41,46,50,84,89,37,
2023-12-12,171,4,27,47,57,59,89,7,
2023-12-14,172,22,28,37,39,53,86,78,
2023-12-15,173,52,63,67,71,83,89,23,
2023-12-16,174,13,22,23,42,47,87,67,
2023-12-18,175,3,4,14,15,65,85,33,
2023-12-19,176,20,26,30,33,54,83,89,
2023-12-21,177,19,32,38,62,77,79,90,
2023-12-22,178,1,8,46,57,73,79,67,
2023-12-23,179,8,10,49,57,79,81,36,
2023-12-28,180,15,36,57,58,79,86,35,
2023-12-29,181,13,46,47,67,68,90,55,
2023-12-30,182,23,43,45,53,66,69,4,
2024-01-02,1,2,9,16,35,46,63,49,
2024-01-04,2,7,9,29,51,60,70,59,
2024-01-08,3,20,28,42,48,51,62,72,
2024-01-09,4,10,19,23,39,40,83,73,
2024-01-11,5,45,56,59,69,73,77,7,
2024-01-12,6,11,23,25,72,78,84,20,
2024-01-13,7,4,43,45,55,56,60,5,
2024-01-16,8,21,39,51,59,68,86,63,
2024-01-18,9,14,26,36,60,62,84,73,
2024-01-19,10,21,22,28,50,55,68,38,
2024-01-20,11,2,19,56,58,63,71,22,
2024-01-23,12,11,15,16,42,48,52,1,
2024-01-25,13,27,29,30,53,54,86,34,
2024-01-26,14,24,32,36,47,50,78,62,
2024-01-27,15,17,33,38,43,49,80,69,
2024-01-30,16,5,10,76,82,83,89,25,
2024-02-01,17,3,44,74,81,87,89,85,
2024-02-02,18,2,35,38,44,68,83,50,
2024-02-03,19,6,10,12,34,66,77,19,
2024-02-06,20,26,34,39,46,54,89,13,
2024-02-08,21,2,4,24,62,73,75,1,
2024-02-09,22,6,22,29,42,48,66,56,
2024-02-10,23,43,62,72,73,85,86,58,
2024-02-13,24,27,34,37,42,53,76,60,
2024-02-15,25,34,38,61,71,74,83,80,
2024-02-16,26,20,30,37,83,88,89,77,
2024-02-17,27,3,11,25,34,46,64,53,
2024-02-20,28,5,30,36,43,48,78,79,
2024-02-22,29,29,30,43,44,75,87,1,
2024-02-23,30,38,54,57,66,74,88,75,
2024-02-24,31,41,43,46,47,63,87,30,
2024-02-27,32,27,33,41,73,79,90,34,
2024-02-29,33,13,28,36,41,79,88,30,
2024-03-01,34,5,16,44,61,80,90,25,
2024-03-02,35,26,50,51,55,85,87,14,
2024-03-05,36,16,43,53,79,80,82,74,
2024-03-07,37,3,13,24,60,70,75,71,
2024-03-08,38,9,16,23,50,53,79,55,
2024-03-09,39,10,30,36,49,55,62,32,
2024-03-12,40,7,25,46,67,69,86,23,
2024-03-14,41,14,23,51,55,68,76,77,
2024-03-15,42,5,6,7,50,72,74,82,
2024-03-16,43,12,38,45,66,70,73,58,
2024-03-19,44,4,19,58,60,67,82,48,
2024-03-21,45,2,8,17,73,77,84,4,
2024-03-22,46,13,16,59,66,77,79,82,
2024-03-23,47,32,34,57,58,67,79,61,
2024-03-26,48,2,24,43,74,81,85,63,
2024-03-28,49,5,9,22,69,74,84,80,
2024-03-29,50,20,30,32,38,61,67,60,
2024-03-30,51,8,25,28,45,54,66,89,
2024-04-02,52,28,39,40,44,72,76,52,
2024-04-04,53,8,33,36,41,51,68,71,
2024-04-05,54,23,40,42,60,62,63,26,
2024-04-06,55,14,33,53,54,64,78,39,
2024-04-09,56,15,23,31,45,51,58,60,
2024-04-11,57,8,31,67,77,81,86,10,
2024-04-12,58,10,23,47,49,84,85,5,
2024-04-13,59,1,6,7,11,79,88,15,
2024-04-16,60,1,3,11,53,75,81,61,
2024-04-18,61,15,27,42,53,65,85,88,
2024-04-19,62,9,18,65,70,75,87,53,
2024-04-20,63,26,34,40,53,60,68,82,
2024-04-23,64,8,12,20,24,45,73,4,
2024-04-26,65,9,13,51,61,81,83,24,
2024-04-27,66,24,27,41,54,62,63,37,
2024-04-29,67,17,27,44,50,66,85,3,
2024-04-30,68,6,7,11,20,33,81,74,
2024-05-02,69,14,43,54,69,80,90,1,
2024-05-03,70,17,23,43,48,52,66,88,
2024-05-04,71,5,18,22,34,52,66,33,
2024-05-07,72,21,23,30,45,68,85,53,
2024-05-09,73,23,36,38,62,75,81,82,
2024-05-10,74,6,20,40,55,71,80,12,
2024-05-11,75,21,29,34,36,46,51,41,
2024-05-14,76,11,27,39,43,61,85,52,
2024-05-16,77,10,11,27,31,66,83,25,
2024-05-17,78,13,14,41,53,60,65,5,
2024-05-18,79,2,20,31,48,58,59,46,
2024-05-21,80,3,28,49,72,83,84,5,
2024-05-23,81,4,10,19,50,71,83,27,
2024-05-24,82,2,36,39,50,59,64,19,
2024-05-25,83,2,10,28,37,56,75,41,
2024-05-28,84,19,41,67,76,82,85,23,
2024-05-30,85,10,14,16,40,50,55,4,
2024-05-31,86,14,20,24,49,83,84,62,
2024-06-01,87,4,13,47,75,80,82,83,
2024-06-04,88,4,18,28,41,61,75,17,
2024-06-06,89,43,44,45,50,67,76,69,
2024-06-07,90,39,51,52,58,72,84,11,
2024-06-08,91,6,8,14,15,59,79,66,
2024-06-11,92,14,27,34,47,73,88,52,
2024-06-13,93,5,22,47,54,63,84,85,
2024-06-14,94,15,60,82,85,86,87,45,
2024-06-15,95,6,16,22,69,73,78,67,
2024-06-18,96,20,32,49,50,51,58,44,
2024-06-20,97,19,31,39,60,72,80,5,
2024-06-21,98,21,23,28,59,79,82,74,
2024-06-22,99,3,25,57,69,71,87,48,
2024-06-25,100,3,18,49,63,68,82,78,
2024-06-27,101,13,28,63,76,80,85,21,
2024-06-28,102,21,26,33,34,45,86,28,
2024-06-29,103,11,18,25,26,54,84,17,
2024-07-02,104,4,7,39,71,79,89,1,
2024-07-04,105,15,25,42,53,56,73,60,
2024-07-05,106,10,21,23,26,35,50,87,
2024-07-06,107,18,24,26,33,34,47,35,
2024-07-09,108,8,26,32,34,53,58,25,
2024-07-11,109,10,31,40,59,80,85,13,
2024-07-12,110,43,54,60,70,75,89,30,
2024-07-13,111,6,9,54,63,64,68,43,
2024-07-16,112,3,18,26,54,61,72,85,
2024-07-18,113,13,23,35,36,57,64,47,
2024-07-19,114,13,20,39,48,74,89,47,
2024-07-20,115,45,48,50,57,70,71,80,
2024-07-23,116,24,59,63,64,82,90,62,
2024-07-25,117,2,21,23,56,69,87,52,
2024-07-26,118,1,14,21,35,64,85,70,
2024-07-27,119,13,14,25,34,59,84,71,
2024-07-30,120,11,13,22,34,54,77,35,
2024-08-01,121,33,39,78,79,83,84,60,
2024-08-02,122,34,42,69,76,81,85,36,
2024-08-03,123,6,37,69,73,79,88,4,
2024-08-06,124,4,11,85,86,87,88,38,
2024-08-08,125,3,16,17,54,61,90,4,
2024-08-09,126,23,40,60,79,80,87,50,
2024-08-10,127,13,14,49,55,71,77,62,
2024-08-13,128,41,43,55,65,80,85,76,
2024-08-16,129,1,6,13,20,73,85,11,
2024-08-17,130,6,22,43,60,66,73,31,
2024-08-19,131,4,7,15,24,36,78,65,
2024-08-20,132,17,23,45,57,64,89,15,
2024-08-22,133,17,18,24,34,57,82,68,
2024-08-23,134,5,7,59,70,72,73,33,
2024-08-24,135,17,28,63,72,75,81,79,
2024-08-27,136,12,23,36,42,50,71,80,
2024-08-29,137,5,23,46,52,60,80,79,
2024-08-30,138,7,34,47,52,74,86,78,
2024-08-31,139,1,20,27,41,60,77,7,
2024-09-03,140,6,38,55,71,80,85,23,
2024-09-05,141,4,5,29,32,69,89,15,
2024-09-06,142,2,26,37,38,69,85,66,
2024-09-07,143,1,16,64,70,72,82,34,
2024-09-10,144,9,11,27,53,63,78,8,
2024-09-12,145,29,35,65,67,70,80,10,
2024-09-13,146,2,12,16,18,59,61,56,
2024-09-14,147,1,31,55,65,76,88,52,
2024-09-17,148,17,28,62,64,74,84,88,
2024-09-19,149,3,13,44,45,56,61,33,
2024-09-20,150,14,22,42,44,47,79,85,
2024-09-21,151,8,33,35,39,78,83,52,
2024-09-24,152,2,25,27,50,88,90,19,
2024-09-26,153,2,13,14,41,52,79,84,
2024-09-27,154,4,14,42,46,53,60,31,
2024-09-28,155,4,8,28,33,34,57,27,
2024-10-01,156,57,60,68,70,80,83,25,
2024-10-03,157,26,27,40,51,67,86,4,
2024-10-04,158,5,43,57,58,72,87,3,
2024-10-05,159,13,41,47,58,81,84,4,
2024-10-08,160,6,21,25,59,63,68,8,
2024-10-10,161,6,48,64,80,87,89,43,
2024-10-11,162,31,34,49,66,75,88,1,
2024-10-12,163,11,13,16,22,42,51,37,
2024-10-15,164,1,23,44,45,47,60,14,
2024-10-17,165,2,23,24,42,46,88,61,
2024-10-18,166,19,39,41,42,45,88,40,
2024-10-19,167,14,67,73,86,89,90,8,
2024-10-22,168,13,23,37,43,64,79,84,
2024-10-24,169,7,21,23,28,29,31,20,
2024-10-25,170,5,11,39,41,62,80,78,
2024-10-26,171,14,31,40,42,52,65,15,
2024-10-29,172,6,17,26,35,57,64,14,
2024-10-31,173,18,40,55,58,71,85,46,
2024-11-02,174,3,19,27,43,61,77,80,
2024-11-04,175,27,32,33,44,60,89,52,
2024-11-05,176,32,43,53,75,77,88,81,
2024-11-07,177,1,50,68,75,81,84,8,
2024-11-08,178,13,22,49,58,64,75,20,
2024-11-09,179,26,36,43,51,63,89,21,
2024-11-12,180,13,28,29,32,39,81,82,
2024-11-14,181,36,46,69,70,73,82,26,
2024-11-15,182,2,4,5,42,53,83,23,
2024-11-16,183,52,56,66,68,70,73,90,
2024-11-19,184,20,34,36,68,72,74,44,
2024-11-21,185,4,7,20,24,41,67,85,
2024-11-22,186,6,26,51,53,78,89,79,
2024-11-23,187,15,22,29,32,35,67,87,
2024-11-26,188,13,23,26,31,46,89,43,
2024-11-28,189,3,8,37,54,74,84,26,
2024-11-29,190,21,33,44,55,75,80,53,
2024-11-30,191,27,48,50,69,74,81,13,
2024-12-03,192,4,17,37,56,73,90,46,
2024-12-05,193,4,42,45,72,82,84,25,
2024-12-06,194,21,48,60,61,67,71,86,
2024-12-07,195,21,30,55,60,70,75,13,
2024-12-10,196,5,54,68,69,71,81,30,
2024-12-12,197,20,61,76,78,85,87,44,
2024-12-13,198,16,42,54,55,65,83,27,
2024-12-14,199,34,50,52,59,70,83,13,
2024-12-17,200,3,25,49,58,64,66,46,
2024-12-19,201,2,4,8,20,22,76,72,
2024-12-20,202,17,35,43,56,63,85,23,
2024-12-21,203,23,25,53,55,71,79,63,
2024-12-24,204,6,18,27,30,52,56,83,
2024-12-27,205,9,13,15,43,53,68,58,
2024-12-28,206,28,29,46,68,81,88,79,
2024-12-30,207,3,8,18,25,58,75,12,
2024-12-31,208,5,16,23,40,47,80,17,
2025-01-02,1,19,21,29,74,77,88,7,
2025-01-03,2,13,30,43,49,74,89,4,
2025-01-04,3,31,42,43,63,83,86,37,
2025-01-07,4,7,10,11,29,32,87,34,
2025-01-09,5,15,33,40,71,74,82,89,
2025-01-10,6,19,25,33,49,57,72,46,
2025-01-11,7,5,6,11,22,35,85,30,
2025-01-14,8,4,15,17,40,64,75,23,
2025-01-16,9,31,38,59,69,72,88,64,
2025-01-17,10,8,12,15,40,66,89,7,
2025-01-18,11,2,10,21,29,46,70,31,
2025-01-21,12,3,18,41,58,62,73,64,
2025-01-23,13,1,7,34,46,69,80,64,
2025-01-24,14,14,20,46,62,84,85,1,
2025-01-25,15,5,6,24,44,45,76,58,
2025-01-28,16,48,63,65,72,77,82,85,
2025-01-30,17,23,32,34,35,41,47,65,
2025-01-31,18,7,18,22,25,30,72,76,
2025-02-01,19,21,25,26,45,49,59,68,
2025-02-04,20,10,29,41,77,83,85,56,
2025-02-06,21,4,11,41,72,83,86,30,
2025-02-07,22,16,29,30,47,52,84,10,
2025-02-08,23,29,46,57,66,72,86,64,
2025-02-11,24,9,39,55,75,79,86,2,
2025-02-13,25,31,41,62,64,74,87,84,
2025-02-14,26,18,30,40,52,60,71,65,
2025-02-15,27,22,37,48,72,77,85,39,
2025-02-18,28,3,5,7,54,76,85,89,
2025-02-20,29,6,19,27,63,71,77,13,
2025-02-21,30,21,45,48,72,79,87,73,
2025-02-22,31,35,40,48,49,52,89,24,
2025-02-25,32,6,58,68,83,89,90,73,
2025-02-27,33,29,31,33,42,51,72,34,
2025-02-28,34,4,12,37,59,63,90,70,
2025-03-01,35,1,12,33,40,41,83,6,
2025-03-04,36,9,28,52,63,77,79,11,
2025-03-06,37,1,10,18,19,32,36,20,
2025-03-07,38,11,24,25,30,43,47,28,
2025-03-08,39,11,16,35,59,65,87,9,
2025-03-11,40,22,27,48,55,58,90,63,
2025-03-13,41,7,25,33,51,58,70,79,
2025-03-14,42,3,10,20,36,37,49,21,
2025-03-15,43,2,8,50,77,79,82,85,
2025-03-18,44,1,64,73,79,80,86,39,
2025-03-20,45,36,40,49,54,66,83,14,
2025-03-21,46,7,15,48,49,65,80,67,
2025-03-22,47,15,28,45,46,66,76,44,
2025-03-25,48,27,29,31,60,74,88,71,
2025-03-27,49,28,35,43,45,64,85,13,
2025-03-28,50,17,26,46,56,71,90,6,
2025-03-29,51,9,45,66,68,71,85,31,
2025-04-01,52,4,19,32,47,74,81,10,
2025-04-03,53,29,30,31,32,35,57,26,
2025-04-04,54,42,51,71,77,80,82,72,
2025-04-05,55,5,8,22,41,60,73,18,
2025-04-08,56,11,20,34,46,48,90,68,
2025-04-10,57,11,24,32,40,44,85,27,
2025-04-11,58,9,20,43,49,52,57,61,
2025-04-12,59,16,38,60,79,83,85,27,
2025-04-15,60,40,57,60,66,80,81,36,
2025-04-17,61,8,20,40,44,46,49,63,
2025-04-18,62,4,11,18,23,83,88,89,
2025-04-19,63,8,32,51,54,62,69,18,
2025-04-22,64,10,59,61,62,68,74,43,
2025-04-24,65,13,14,20,31,55,60,89,
2025-04-26,66,10,21,24,48,63,67,34,
2025-04-28,67,13,18,30,44,51,81,38,
2025-04-29,68,20,31,39,59,60,82,57,
2025-05-02,69,54,55,67,76,80,85,82,
2025-05-03,70,1,4,22,44,70,72,18,
2025-05-05,71,6,18,37,63,72,73,36,
2025-05-06,72,2,35,51,58,63,88,8,
2025-05-08,73,1,23,27,54,67,83,65,
2025-05-09,74,3,47,51,77,85,88,52,
2025-05-10,75,8,14,17,39,49,55,2,
2025-05-13,76,2,15,25,62,76,81,89,
2025-05-15,77,10,28,35,37,73,75,42,
2025-05-16,78,15,21,30,31,42,80,69,
2025-05-17,79,10,11,19,22,39,88,29,
2025-05-20,80,5,19,21,30,33,48,74,
2025-05-22,81,2,19,23,46,49,72,71,
2025-05-23,82,2,8,10,18,20,79,13,
2025-05-24,83,1,3,5,53,62,71,32,
2025-05-27,84,7,10,35,40,53,75,60,
2025-05-29,85,27,32,51,67,71,81,35,
2025-05-30,86,31,34,62,63,82,87,81,
2025-05-31,87,4,8,47,48,63,90,77,
2025-06-03,88,1,6,31,37,47,71,26,
2025-06-05,89,10,17,19,21,63,74,4,
2025-06-06,90,2,10,33,55,73,74,80,
2025-06-07,91,5,28,46,49,52,76,83,
2025-06-10,92,14,45,55,62,76,80,51,
2025-06-12,93,21,61,69,76,79,81,77,
2025-06-13,94,8,23,25,48,78,83,80,
2025-06-14,95,10,18,44,56,73,86,48,
2025-06-17,96,17,48,52,58,86,87,74,
2025-06-19,97,4,6,11,31,69,73,9,
2025-06-20,98,34,67,76,77,86,90,40,
2025-06-21,99,4,17,28,36,42,50,5,
2025-06-24,100,2,23,32,36,63,64,37,
2025-06-26,101,10,56,69,70,79,81,53,
2025-06-27,102,25,49,54,55,62,73,4,
2025-06-28,103,10,35,38,41,51,56,3,
2025-07-01,104,6,9,25,28,75,79,83,
2025-07-03,105,37,42,49,53,57,65,62,
2025-07-04,106,26,45,58,65,70,82,27,
2025-07-05,107,16,46,61,71,75,85,64,
2025-07-08,108,1,33,40,61,64,73,15,
2025-07-10,109,5,15,20,32,65,75,12,
2025-07-11,110,1,31,40,62,64,74,81,
2025-07-12,111,16,24,25,43,64,78,54,
2025-07-15,112,4,10,14,48,58,83,47,
2025-07-17,113,16,35,37,42,43,68,58,
2025-07-18,114,20,37,50,70,75,88,46,
2025-07-19,115,5,43,46,56,58,90,23,
2025-07-22,116,3,8,44,52,69,85,11,
2025-07-24,117,10,14,37,66,88,89,34,
2025-07-25,118,15,16,17,36,62,83,7,
2025-07-26,119,1,9,19,49,53,88,77,
2025-07-29,120,13,27,31,60,65,75,39,
2025-07-31,121,14,55,56,57,58,66,46,
2025-08-01,122,9,25,27,36,54,86,45,
2025-08-02,123,42,54,66,78,80,88,60,
2025-08-05,124,6,31,57,60,65,80,12,
2025-08-07,125,43,55,70,79,83,85,24,
2025-08-08,126,8,34,38,53,78,79,58,
2025-08-09,127,6,18,40,41,45,88,37,
2025-08-12,128,7,11,26,59,82,83,24,
2025-08-14,129,3,19,30,47,49,75,35,
2025-08-16,130,6,15,25,31,72,79,54,
2025-08-18,131,5,19,58,59,83,87,10,
2025-08-19,132,5,10,51,62,77,81,74,
2025-08-21,133,49,56,57,61,62,86,16,
2025-08-22,134,7,25,38,39,66,69,17,
2025-08-23,135,5,29,40,47,52,80,4,
2025-08-26,136,12,23,25,34,41,63,21,
2025-08-28,137,56,59,64,67,72,78,51,
2025-08-29,138,18,22,32,34,52,56,62,
2025-08-30,139,30,43,46,62,73,90,35,
2025-09-02,140,16,19,28,44,60,78,9,
2025-09-04,141,5,16,38,45,63,83,46,
2025-09-05,142,9,39,47,52,71,82,83,
2025-09-06,143,59,73,75,76,78,88,57,
2025-09-09,144,34,47,71,73,82,90,49,
2025-09-11,145,3,9,11,35,65,74,26,
2025-09-12,146,29,33,44,52,63,65,19,
2025-09-13,147,26,28,31,35,37,65,30,
2025-09-16,148,1,12,26,44,51,90,72,
2025-09-18,149,12,38,46,49,60,65,2,
2025-09-19,150,11,16,23,31,49,78,63,
2025-09-20,151,2,12,15,31,63,71,50,
2025-09-23,152,1,6,20,43,59,73,58,
2025-09-25,153,11,19,36,41,65,82,17,
2025-09-26,154,2,17,23,39,58,82,75,
2025-09-27,155,9,10,21,25,27,68,54,
2025-09-30,156,5,8,71,74,77,81,34,
2025-10-02,157,1,21,39,42,52,89,6,
2025-10-03,158,2,4,69,75,79,88,12,
2025-10-04,159,48,54,61,68,79,87,80,
2025-10-07,160,17,21,40,56,61,79,87,
2025-10-09,161,38,49,50,54,78,82,90,
2025-10-10,162,20,38,42,61,81,82,16,
2025-10-11,163,28,51,55,62,80,90,68,
2025-10-14,164,9,31,44,59,70,86,37,
2025-10-16,165,7,44,45,58,76,80,77,
2025-10-17,166,2,9,10,32,66,77,72,
2025-10-18,167,12,13,19,26,75,82,50,
2025-10-21,168,4,9,14,33,36,77,66,
2025-10-23,169,7,29,42,62,68,73,26,
2025-10-24,170,5,12,23,31,84,90,68,
2025-10-25,171,16,18,33,53,58,89,81,
2025-10-28,172,8,25,40,54,58,63,50,
2025-10-30,173,15,30,37,39,56,74,43,
2025-10-31,174,8,30,32,61,67,85,22,
2025-11-03,175,30,56,80,81,85,87,67,
